Time,VAV_POD_1:DesPer 1:Des Heat Mass Flow [kg/s],VAV_POD_1:DesPer 1:Des Heat Cap [W],VAV_POD_1:DesPer 1:Des Cool Mass Flow [kg/s],VAV_POD_1:DesPer 1:Des Sens Cool Cap [W],VAV_POD_1:DesPer 1:Des Tot Cool Cap [W],VAV_POD_1:DesPer 2:Des Heat Mass Flow [kg/s],VAV_POD_1:DesPer 2:Des Heat Cap [W],VAV_POD_1:DesPer 2:Des Cool Mass Flow [kg/s],VAV_POD_1:DesPer 2:Des Sens Cool Cap [W],VAV_POD_1:DesPer 2:Des Tot Cool Cap [W],VAV_POD_2:DesPer 1:Des Heat Mass Flow [kg/s],VAV_POD_2:DesPer 1:Des Heat Cap [W],VAV_POD_2:DesPer 1:Des Cool Mass Flow [kg/s],VAV_POD_2:DesPer 1:Des Sens Cool Cap [W],VAV_POD_2:DesPer 1:Des Tot Cool Cap [W],VAV_POD_2:DesPer 2:Des Heat Mass Flow [kg/s],VAV_POD_2:DesPer 2:Des Heat Cap [W],VAV_POD_2:DesPer 2:Des Cool Mass Flow [kg/s],VAV_POD_2:DesPer 2:Des Sens Cool Cap [W],VAV_POD_2:DesPer 2:Des Tot Cool Cap [W],VAV_POD_3:DesPer 1:Des Heat Mass Flow [kg/s],VAV_POD_3:DesPer 1:Des Heat Cap [W],VAV_POD_3:DesPer 1:Des Cool Mass Flow [kg/s],VAV_POD_3:DesPer 1:Des Sens Cool Cap [W],VAV_POD_3:DesPer 1:Des Tot Cool Cap [W],VAV_POD_3:DesPer 2:Des Heat Mass Flow [kg/s],VAV_POD_3:DesPer 2:Des Heat Cap [W],VAV_POD_3:DesPer 2:Des Cool Mass Flow [kg/s],VAV_POD_3:DesPer 2:Des Sens Cool Cap [W],VAV_POD_3:DesPer 2:Des Tot Cool Cap [W],VAV_OTHER:DesPer 1:Des Heat Mass Flow [kg/s],VAV_OTHER:DesPer 1:Des Heat Cap [W],VAV_OTHER:DesPer 1:Des Cool Mass Flow [kg/s],VAV_OTHER:DesPer 1:Des Sens Cool Cap [W],VAV_OTHER:DesPer 1:Des Tot Cool Cap [W],VAV_OTHER:DesPer 2:Des Heat Mass Flow [kg/s],VAV_OTHER:DesPer 2:Des Heat Cap [W],VAV_OTHER:DesPer 2:Des Cool Mass Flow [kg/s],VAV_OTHER:DesPer 2:Des Sens Cool Cap [W],VAV_OTHER:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_1:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_1:5:DesPer 1:Des Heat Cap [W],PSZ-AC_1:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_1:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_1:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_1:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_1:5:DesPer 2:Des Heat Cap [W],PSZ-AC_1:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_1:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_1:5:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_2:6:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_2:6:DesPer 1:Des Heat Cap [W],PSZ-AC_2:6:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_2:6:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_2:6:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_2:6:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_2:6:DesPer 2:Des Heat Cap [W],PSZ-AC_2:6:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_2:6:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_2:6:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_3:7:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_3:7:DesPer 1:Des Heat Cap [W],PSZ-AC_3:7:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_3:7:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_3:7:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_3:7:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_3:7:DesPer 2:Des Heat Cap [W],PSZ-AC_3:7:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_3:7:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_3:7:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_4:8:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_4:8:DesPer 1:Des Heat Cap [W],PSZ-AC_4:8:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_4:8:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_4:8:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_4:8:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_4:8:DesPer 2:Des Heat Cap [W],PSZ-AC_4:8:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_4:8:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_4:8:DesPer 2:Des Tot Cool Cap [W],PSZ-AC_5:9:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC_5:9:DesPer 1:Des Heat Cap [W],PSZ-AC_5:9:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC_5:9:DesPer 1:Des Sens Cool Cap [W],PSZ-AC_5:9:DesPer 1:Des Tot Cool Cap [W],PSZ-AC_5:9:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC_5:9:DesPer 2:Des Heat Cap [W],PSZ-AC_5:9:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC_5:9:DesPer 2:Des Sens Cool Cap [W],PSZ-AC_5:9:DesPer 2:Des Tot Cool Cap [W]
00:10:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.207396E+00,8.048495E+04,7.628560E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.207566E+00,8.048684E+04,7.628739E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.221431E+00,8.064167E+04,7.643414E+04,2.680349E+00,2.424035E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,7.153747E+00,8.015918E+04,7.829666E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,5.858753E+04,3.624309E+00,4.047263E+04,3.836095E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.700265E+04,2.289037E+00,2.556166E+04,2.422797E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,7.909314E+04,4.892815E+00,5.463804E+04,5.178726E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.428363E+03,1.291917E+00,1.441652E+04,1.558229E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.735409E+04,3.548007E+00,3.962057E+04,3.755334E+04
00:20:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.204789E+00,7.981149E+04,7.560385E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.204973E+00,7.981353E+04,7.560578E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.218663E+00,7.996519E+04,7.574944E+04,2.680211E+00,2.423909E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,7.125672E+00,7.948304E+04,7.760754E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,5.891166E+04,3.624309E+00,4.014850E+04,3.803188E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.720737E+04,2.289037E+00,2.535695E+04,2.402014E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,7.953072E+04,4.892815E+00,5.420046E+04,5.134302E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.463928E+03,1.314212E+00,1.463162E+04,1.581406E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.767140E+04,3.548007E+00,3.930326E+04,3.723120E+04
00:30:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.202235E+00,7.913909E+04,7.492315E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.202433E+00,7.914126E+04,7.492520E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.215963E+00,7.928993E+04,7.506595E+04,2.680073E+00,2.423785E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,7.098085E+00,7.881237E+04,7.692449E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,5.923579E+04,3.624309E+00,3.982437E+04,3.770283E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.741208E+04,2.289037E+00,2.515224E+04,2.381231E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,7.996829E+04,4.892815E+00,5.376288E+04,5.089880E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.499492E+03,1.336524E+00,1.484704E+04,1.605983E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.798871E+04,3.548007E+00,3.898595E+04,3.690907E+04
00:40:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.199723E+00,7.846759E+04,7.424344E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.199934E+00,7.846989E+04,7.424562E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.213314E+00,7.861572E+04,7.438359E+04,2.679936E+00,2.423661E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,7.070871E+00,7.814591E+04,7.624616E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,5.955993E+04,3.624309E+00,3.950024E+04,3.737382E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.761679E+04,2.289037E+00,2.494752E+04,2.360452E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,8.040587E+04,4.892815E+00,5.332531E+04,5.045464E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.535057E+03,1.224889E+00,1.356048E+04,1.460227E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.830601E+04,3.548007E+00,3.866865E+04,3.658699E+04
00:50:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.197260E+00,7.779708E+04,7.356459E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.197484E+00,7.779951E+04,7.356689E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.210725E+00,7.794263E+04,7.370222E+04,2.679800E+00,2.423538E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,7.044157E+00,7.748509E+04,7.557382E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,5.988406E+04,3.624309E+00,3.917611E+04,3.704476E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.782151E+04,2.289037E+00,2.474281E+04,2.339669E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,8.084345E+04,4.892815E+00,5.288773E+04,5.001041E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.570621E+03,1.165779E+00,1.286274E+04,1.381481E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.862332E+04,3.548007E+00,3.835134E+04,3.626486E+04
01:00:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.194837E+00,7.712744E+04,7.288659E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.195074E+00,7.712998E+04,7.288899E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.208183E+00,7.727051E+04,7.302179E+04,2.679665E+00,2.423416E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,7.017832E+00,7.682864E+04,7.490620E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,6.020819E+04,3.624309E+00,3.885198E+04,3.671570E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.802622E+04,2.289037E+00,2.453809E+04,2.318887E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,8.128102E+04,4.892815E+00,5.245015E+04,4.956618E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.606185E+03,1.163539E+00,1.280216E+04,1.375191E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.894063E+04,3.548007E+00,3.803403E+04,3.594273E+04
01:10:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.192519E+00,7.667376E+04,7.242783E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.192768E+00,7.667642E+04,7.243034E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.205752E+00,7.681482E+04,7.256108E+04,2.679655E+00,2.423407E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,6.992548E+00,7.630396E+04,7.437263E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,6.042427E+04,3.624309E+00,3.863589E+04,3.649637E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.816270E+04,2.289037E+00,2.440162E+04,2.305034E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,8.157274E+04,4.892815E+00,5.215844E+04,4.927008E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.629895E+03,1.161245E+00,1.275274E+04,1.370015E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.915217E+04,3.548007E+00,3.782249E+04,3.572801E+04
01:20:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.190244E+00,7.622082E+04,7.196967E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.190506E+00,7.622360E+04,7.197230E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.203370E+00,7.635996E+04,7.210105E+04,2.679644E+00,2.423397E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,6.967796E+00,7.578527E+04,7.384525E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,6.064036E+04,3.624309E+00,3.841981E+04,3.627698E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.829918E+04,2.289037E+00,2.426514E+04,2.291178E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,8.186446E+04,4.892815E+00,5.186672E+04,4.897390E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.653605E+03,1.158996E+00,1.270380E+04,1.364898E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.936370E+04,3.548007E+00,3.761096E+04,3.551324E+04
01:30:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.188015E+00,7.576862E+04,7.151236E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.188289E+00,7.577151E+04,7.151509E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.201038E+00,7.590590E+04,7.164192E+04,2.679634E+00,2.423388E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,6.943588E+00,7.527270E+04,7.332431E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,6.085645E+04,3.624309E+00,3.820372E+04,3.605764E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.843565E+04,2.289037E+00,2.412866E+04,2.277325E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,8.215618E+04,4.892815E+00,5.157500E+04,4.867780E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.677314E+03,1.156784E+00,1.265528E+04,1.359842E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.957524E+04,3.548007E+00,3.739942E+04,3.529852E+04
01:40:00,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.185831E+00,7.531717E+04,7.105564E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.186116E+00,7.532017E+04,7.105847E+04,6.855370E+00,6.199809E+04,6.855370E+00,0.000000E+00,0.000000E+00,6.855370E+00,0.000000E+00,7.198756E+00,7.545264E+04,7.118344E+04,2.679624E+00,2.423379E+04,3.098090E+00,0.000000E+00,0.000000E+00,2.416450E+00,0.000000E+00,6.919940E+00,7.476643E+04,7.280982E+04,3.624309E+00,1.318374E+05,3.624309E+00,0.000000E+00,0.000000E+00,3.624309E+00,6.107254E+04,3.624309E+00,3.798763E+04,3.583825E+04,2.289037E+00,8.326574E+04,2.289037E+00,0.000000E+00,0.000000E+00,2.289037E+00,3.857213E+04,2.289037E+00,2.399219E+04,2.263468E+04,4.892815E+00,1.779805E+05,4.892815E+00,0.000000E+00,0.000000E+00,4.892815E+00,8.244789E+04,4.892815E+00,5.128328E+04,4.838162E+04,3.976678E-01,1.446552E+04,3.976678E-01,0.000000E+00,0.000000E+00,3.976678E-01,6.701024E+03,1.154607E+00,1.260716E+04,1.354837E+04,3.548007E+00,1.290619E+05,3.548007E+00,0.000000E+00,0.000000E+00,3.548007E+00,5.978678E+04,3.548007E+00,3.718788E+04,3.508375E+04
